Id,Name,registryKeyPath,registrySubPath
outlk16;L_DisplaySenderPicture,Display Sender Picture,software\policies\microsoft\office\16.0\outlook\options\mail,showcontactpicture
outlk16;L_DoNewOutlookAutoMigration,Admin-Controlled Migration to New Outlook,software\policies\microsoft\office\16.0\outlook\options\general,donewoutlookautomigration
outlk16;L_DoNotAllowHorizontalCalendarView,Do not allow horizontal calendar view,software\policies\microsoft\office\16.0\outlook\options\calendar,disablehorizontalcalendar
outlk16;L_DoNotAllowOnDemandActivitySynchronization,Do not allow on-demand activity synchronization,software\policies\microsoft\office\outlook\socialconnector,ondemandactivitysync
outlk16;L_Donotautomaticallysignreplies,Do not automatically sign replies,software\policies\microsoft\office\16.0\outlook\security,nosignonreply
outlk16;L_Donotcheckemailaddressagainstaddressofcertificatesbeingusing,Do not check e-mail address against address of certificates being used,software\policies\microsoft\office\16.0\outlook\security,supressnamechecks
outlk16;L_DoNotCreateNewOstOnUpgrade,Do not create new OST file on upgrade,software\policies\microsoft\office\16.0\outlook\ost,donotcreatenewostonupgrade
outlk16;L_DonotdownloadpermissionlicenseforIRMemailduring,Do not download rights permission license information for IRM e-mail during Exchange folder sync,software\policies\microsoft\office\16.0\common\drm,donotacquiredrmlicenseonsync
outlk16;L_DoNotDownloadPhotosFromActiveDirectory,Do not download contact photos from Active Directory,software\policies\microsoft\office\outlook\socialconnector,downloaddetailsfromad
outlk16;L_DoNotDownloadPhotosFromTheActiveDirectory,Do not download user photos from Active Directory,software\policies\microsoft\office\16.0\outlook\contact,downloadphotosfromad
outlk16;L_DoNotIncludeTheOnlineArchiveInAllMailItemSearch,Do not include the Online Archive in All Mail Item search,software\policies\microsoft\office\16.0\outlook\search,disableonlinearchiveinupscopedsearchbydefault
outlk16;L_DoNotSendMeetingForwardNotifications,Do not send meeting forward notifications,software\policies\microsoft\office\16.0\outlook\options\calendar,disableolksendingmtgfwdnotifs
outlk16;L_DoNotShowSocialNetworkInfoBars,Do not show social network info-bars,software\policies\microsoft\office\outlook\socialconnector,unmanagedinfobars
outlk16;L_DoNotUseConversationalArrangementInViews,Do not use Conversation arrangement in Views,software\policies\microsoft\office\16.0\outlook\setup,upgradetoconversations
outlk16;L_Downloadfulltextofarticles,Download full text of articles as HTML attachments,software\policies\microsoft\office\16.0\outlook\options\rss,enablefulltexthtml
outlk16;L_DownloadPublicFolderFavorites,Download Public Folder Favorites,software\policies\microsoft\office\16.0\outlook\cached mode,syncpffav
outlk16;L_Downloadshardnonmailfolders,Download shared non-mail folders,software\policies\microsoft\office\16.0\outlook\cached mode,downloadsharedfolders
outlk16;L_DraftsFolderHomePage,Drafts Folder Home Page,NA,NA
outlk16;L_DraftsFolderHomePage;L_showassociatedwebpage51,Show associated web page,software\policies\microsoft\office\16.0\outlook\webview\drafts,show
outlk16;L_DraftsFolderHomePage;L_turnoffinternetexplorersecuritychecksforthiswebpage53,Turn off Windows Internet Explorer security checks for this web page,software\policies\microsoft\office\16.0\outlook\webview\drafts,security
outlk16;L_DraftsFolderHomePage;L_urladdressofassociatedwebpage52,URL address of associated web page:,software\policies\microsoft\office\16.0\outlook\webview\drafts,url
outlk16;L_EASSyncFrequency,EAS Sync Frequency,NA,NA
outlk16;L_EASSyncFrequency;L_EASSyncFrequencyIntervalSpinID,Synchronization interval (in minutes):,software\policies\microsoft\office\16.0\outlook\eas,pushduration
outlk16;L_EmptyDeletedItemsFolder,Empty the Deleted Items folder when Outlook closes,software\policies\microsoft\office\16.0\outlook\preferences,emptytrash
outlk16;L_EnableAIACertEvaluation,Enable Retrieval of Remote Certificate Authority Information,software\policies\microsoft\office\16.0\outlook\security,enableaiacertextension
outlk16;L_EnableCryptographyIcons,Enable Cryptography Icons,software\policies\microsoft\office\16.0\outlook\security,convertsmimeblobsignedicons
outlk16;L_EnableEASAccountCreation,Enable Exchange ActiveSync account creation in the Outlook account setup UI,software\policies\microsoft\office\16.0\outlook\setup,enableeasaccountcreation
outlk16;L_EnableEndEarly,End appointments and meetings early,software\policies\microsoft\office\16.0\outlook\options\calendar,endeventsearly
outlk16;L_EnableExchangeOverInternetUserInterface;L_ChooseUIStatewhenOScansupportfeature,Choose UI State when OS can support feature:,software\policies\microsoft\office\16.0\outlook\rpc,enablerpctunnelingui
outlk16;L_EnableExchangeOverInternetUserInterface,Configure Outlook Anywhere user interface options,NA,NA
outlk16;L_Enablelinksinemailmessages,Allow hyperlinks in suspected phishing e-mail messages,software\policies\microsoft\office\16.0\outlook\options\mail,junkmailenablelinks
outlk16;L_Enablemailloggingtroubleshooting,Enable mail logging (troubleshooting),software\policies\microsoft\office\16.0\outlook\options\mail,enablelogging
outlk16;L_EnableMeetingDownLevelText,Enable down-level meeting text,software\policies\microsoft\office\16.0\outlook\options\calendar,enablemeetingdownleveltext
outlk16;L_EnableRPCEncryption,Enable RPC encryption,software\policies\microsoft\office\16.0\outlook\rpc,enablerpcencryption
outlk16;L_EnableScriptsInOneOffForms,Allow scripts in one-off Outlook forms,software\policies\microsoft\office\16.0\outlook\security,enableoneoffformscripts
outlk16;L_Encodingforoutgoingmessages,Encoding for outgoing messages,NA,NA
outlk16;L_Encodingforoutgoingmessages;L_Usethisencodingforoutgoingmessages,Use this encoding for outgoing messages:,software\policies\microsoft\office\16.0\outlook\options\mshtml\international,default_codepageout
outlk16;L_Encryptallemailmessages,Encrypt all e-mail messages,software\policies\microsoft\office\16.0\outlook\security,alwaysencrypt
outlk16;L_EndEarlyLong,Reduce the end time of long appointments and meetings by a specified number of minutes,NA,NA
outlk16;L_EndEarlyLong;L_EndEarlyLongSpinID,Minutes to reduce meetings by:,software\policies\microsoft\office\16.0\outlook\options\calendar,endearlylong
outlk16;L_EndEarlyShort,Reduce the end time of short appointments and meetings by a specified number of minutes,NA,NA
outlk16;L_EndEarlyShort;L_EndEarlyShortSpinID,Minutes to reduce meetings by:,software\policies\microsoft\office\16.0\outlook\options\calendar,endearlyshort
outlk16;L_Englishmessageheadersandflags,English message headers and flags,NA,NA
outlk16;L_Englishmessageheadersandflags;L_UseEnglishformessageflags,Use English for message flags,software\policies\microsoft\office\16.0\outlook\preferences,enmessageflags
outlk16;L_Englishmessageheadersandflags;L_UseEnglishformessageheadersonrepliesorforwards,Use English for message headers on replies or forwards,software\policies\microsoft\office\16.0\outlook\preferences,enmessageheaders
outlk16;L_EnsureallSMIMEsignedmessageshavealabel,Ensure all S/MIME signed messages have a label,software\policies\microsoft\office\16.0\outlook\security,forcesecuritylabel
outlk16;L_Entermaximumsecondstowaittosyncchanges,Enter maximum seconds to wait to sync changes,NA,NA
outlk16;L_Entermaximumsecondstowaittosyncchanges;L_EntersecondstowaitbeforesyncDefault60sec,Enter seconds to wait before sync(Default 60 sec.),software\policies\microsoft\office\16.0\outlook\cached mode,maximum
outlk16;L_Entersecondstowaittodownloadchangesfromserver;L_EntersecondstowaitbeforedownloadDefault30sec,Enter seconds to wait before download(Default 30 sec.),software\policies\microsoft\office\16.0\outlook\cached mode,download
outlk16;L_Entersecondstowaittodownloadchangesfromserver,Enter seconds to wait to download changes from server,NA,NA
outlk16;L_Entersecondstowaittouploadchangestoserver;L_EntersecondstowaitbeforeuploadDefault15sec,Enter seconds to wait before upload(Default 15 sec.),software\policies\microsoft\office\16.0\outlook\cached mode,upload
outlk16;L_Entersecondstowaittouploadchangestoserver,Enter seconds to wait to upload changes to server,NA,NA
outlk16;L_EquivalentCOMAddin,Deactivate Outlook web add-ins whose equivalent COM or VSTO add-in is installed,,
outlk16;L_EquivalentCOMAddin;L_EquivalentCOMAddin2,Outlook web add-ins to deactivate,software\policies\microsoft\office\16.0\outlook\addins\equivalentcomaddin,
outlk16;L_Euroencodingforoutgoingmessages,Euro encoding for outgoing messages,NA,NA
outlk16;L_Euroencodingforoutgoingmessages;L_Whenpreferredencodingdoesnotsupporteuro2,Auto-select should:,software\policies\microsoft\office\16.0\outlook\options\mshtml\international,autodetect_ignoreeuro
outlk16;L_ExchangeUnicodeModeIgnoreOSTFormat;L_ChoosewhetherexistingOSTformatdeterminesmailboxmode,Choose whether existing OST format determines mailbox mode,software\policies\microsoft\office\16.0\outlook\emsp,ignoreostformat
outlk16;L_ExchangeUnicodeModeIgnoreOSTFormat,Exchange Unicode Mode - Ignore OST Format,NA,NA
outlk16;L_ExchangeUnicodeModeSilentOSTFormatChange,Exchange Unicode Mode - Silent OST format change,software\policies\microsoft\office\16.0\outlook\emsp,silentostformatchange
outlk16;L_ExchangeUnicodeModeTurnOffANSI,Exchange Unicode Mode - Turn off ANSI mode,software\policies\microsoft\office\16.0\outlook\emsp,preferansi
outlk16;L_Firstdayoftheweek;L_Choosethefirstdayoftheweek,Choose the first day of the week:,software\policies\microsoft\office\16.0\outlook\options\calendar,firstdow
outlk16;L_Firstdayoftheweek,First day of the week,NA,NA
outlk16;L_Firstweekofyear;L_Choosethefirstweekoftheyear,Choose the first week of the year:,software\policies\microsoft\office\16.0\outlook\options\calendar,firstwoy
outlk16;L_Firstweekofyear,First week of year,NA,NA
outlk16;L_Foldersizedisplay,Do not display Folder Size button on folder properties dialog box,software\policies\microsoft\office\16.0\outlook,chkfldrsize
outlk16;L_ForceSelectionOfAccountBeforeSending,Force selection of account before sending,software\policies\microsoft\office\16.0\outlook\options,forceaccountselection
outlk16;L_Fortezzacertificatepolicies;L_Enterlistofpoliciesthatcanbeinthepoliciesextension2,List of policies to indicate that a certificate is a Fortezza certificate,software\policies\microsoft\office\16.0\outlook\security,fortezza_policies
outlk16;L_Fortezzacertificatepolicies,Fortezza certificate policies,NA,NA
outlk16;L_General;L_Alwayscheckspellingbeforesending,Always check spelling before sending,software\policies\microsoft\office\16.0\outlook\options\spelling,check
outlk16;L_General,General,NA,NA
outlk16;L_General;L_Ignoreoriginalmessagetextinreplyorforward,Ignore original message text in reply or forward,software\policies\microsoft\office\16.0\common\mailsettings,ignorereplyspelling
outlk16;L_HideAppsStoreButtonInHomeTabRibbon,Hide the Office Store button,software\policies\microsoft\office\16.0\outlook\options\webext,storebuttoninribbonhometaballowed
outlk16;L_HideJunkMailUI,Hide Junk Mail UI,software\policies\microsoft\office\16.0\outlook,disableantispam
outlk16;L_HideluckydayswhenusingRokuyouJapanesecalendar,Hide lucky days when using Rokuyou (Japanese) calendar,software\policies\microsoft\office\16.0\outlook\options\calendar,lunarrokuyou
outlk16;L_HideNewOutlookToggle,Hide the “Try the new Outlook” toggle in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,hidenewoutlooktoggle
outlk16;L_HidePhotoLink,Hide photo link,software\policies\microsoft\office\16.0\outlook\options,hidephotolink
outlk16;L_HideQuickStepsGallery,Disable Quick Steps Gallery,software\policies\microsoft\office\16.0\outlook\options,disablequickstepsgallery
outlk16;L_HideSendLatestVersionButton,Hide Send Latest Version button,software\policies\microsoft\office\16.0\outlook\options\calendar,hidesendlatestversionbutton
outlk16;L_HitHighlightingcolor;L_BackgroundColorcolon,Background Color:,software\policies\microsoft\office\16.0\outlook\search,hithighlightingbackgroundcolor
outlk16;L_HitHighlightingcolor,Change color used to highlight search matches,NA,NA
outlk16;L_HybridMode,Disable Exchange Fast Access,software\policies\microsoft\office\16.0\outlook\hybrid,localcaching
outlk16;L_InboxFolderHomePage,Inbox Folder Home Page,NA,NA
outlk16;L_InboxFolderHomePage;L_showassociatedwebpage40,Show associated web page,software\policies\microsoft\office\16.0\outlook\webview\inbox,show
outlk16;L_InboxFolderHomePage;L_TurnoffInternetExplorersecuritychecksforthiswebpage,Turn off Windows Internet Explorer security checks for this web page,software\policies\microsoft\office\16.0\outlook\webview\inbox,security
outlk16;L_InboxFolderHomePage;L_urladdressofassociatedwebpage41,URL address of associated web page:,software\policies\microsoft\office\16.0\outlook\webview\inbox,url
outlk16;L_InCachedExchangemakeSendReceiveF9nulloperation,Do not sync in Cached Exchange mode when users click Send/Receive or F9,software\policies\microsoft\office\16.0\outlook\cached mode,nomanualonlinesync
outlk16;L_Includeappointmentsonlywithinworkinghours,Include appointments only within working hours,software\policies\microsoft\office\16.0\outlook\options\pubcal,showworkinghoursonly
outlk16;L_IncludeOnlineModeGALinANR,Use the Online Global Address List for Nickname Resolution,software\policies\microsoft\office\16.0\outlook\cached mode,anr include online gal
outlk16;L_InternetAndNetworkPathsIntoHyperlinks,Internet and network paths into hyperlinks,software\policies\microsoft\office\16.0\outlook\options\autoformat,pgrfafo_25_1
outlk16;L_InternetFreeBusyOptions,Internet Free/Busy Options,NA,NA
outlk16;L_InternetFreeBusyOptions;L_PublishatthisURL,Publish at this URL:,software\policies\microsoft\office\16.0\outlook\options\calendar\internet free/busy,write url
