Id,Name,registryKeyPath,registrySubPath
ppt16;L_TrustedLoc07;L_datecolon25,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location7,date
ppt16;L_TrustedLoc07;L_descriptioncolon26,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location7,description
ppt16;L_TrustedLoc07;L_pathcolon24,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location7,path
ppt16;L_TrustedLoc07,Trusted Location #7,NA,NA
ppt16;L_TrustedLoc08;L_allowsubfolders31,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location8,allowsubfolders
ppt16;L_TrustedLoc08;L_datecolon29,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location8,date
ppt16;L_TrustedLoc08;L_descriptioncolon30,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location8,description
ppt16;L_TrustedLoc08;L_pathcolon28,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location8,path
ppt16;L_TrustedLoc08,Trusted Location #8,NA,NA
ppt16;L_TrustedLoc09;L_allowsubfolders35,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location9,allowsubfolders
ppt16;L_TrustedLoc09;L_datecolon33,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location9,date
ppt16;L_TrustedLoc09;L_descriptioncolon34,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location9,description
ppt16;L_TrustedLoc09;L_pathcolon32,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location9,path
ppt16;L_TrustedLoc09,Trusted Location #9,NA,NA
ppt16;L_TrustedLoc10;L_allowsubfolders39,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location10,allowsubfolders
ppt16;L_TrustedLoc10;L_datecolon37,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location10,date
ppt16;L_TrustedLoc10;L_descriptioncolon38,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location10,description
ppt16;L_TrustedLoc10;L_pathcolon36,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location10,path
ppt16;L_TrustedLoc10,Trusted Location #10,NA,NA
ppt16;L_TrustedLoc11;L_allowsubfolders43,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location11,allowsubfolders
ppt16;L_TrustedLoc11;L_datecolon41,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location11,date
ppt16;L_TrustedLoc11;L_descriptioncolon42,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location11,description
ppt16;L_TrustedLoc11;L_pathcolon40,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location11,path
ppt16;L_TrustedLoc11,Trusted Location #11,NA,NA
ppt16;L_TrustedLoc12;L_allowsubfolders47,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location12,allowsubfolders
ppt16;L_TrustedLoc12;L_datecolon45,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location12,date
ppt16;L_TrustedLoc12;L_descriptioncolon46,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location12,description
ppt16;L_TrustedLoc12;L_pathcolon44,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location12,path
ppt16;L_TrustedLoc12,Trusted Location #12,NA,NA
ppt16;L_TrustedLoc13;L_allowsubfolders51,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location13,allowsubfolders
ppt16;L_TrustedLoc13;L_datecolon49,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location13,date
ppt16;L_TrustedLoc13;L_descriptioncolon50,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location13,description
ppt16;L_TrustedLoc13;L_pathcolon48,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location13,path
ppt16;L_TrustedLoc13,Trusted Location #13,NA,NA
ppt16;L_TrustedLoc14;L_allowsubfolders55,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location14,allowsubfolders
ppt16;L_TrustedLoc14;L_datecolon53,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location14,date
ppt16;L_TrustedLoc14;L_descriptioncolon54,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location14,description
ppt16;L_TrustedLoc14;L_pathcolon52,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location14,path
ppt16;L_TrustedLoc14,Trusted Location #14,NA,NA
ppt16;L_TrustedLoc15;L_allowsubfolders59,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location15,allowsubfolders
ppt16;L_TrustedLoc15;L_datecolon57,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location15,date
ppt16;L_TrustedLoc15;L_descriptioncolon58,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location15,description
ppt16;L_TrustedLoc15;L_pathcolon56,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location15,path
ppt16;L_TrustedLoc15,Trusted Location #15,NA,NA
ppt16;L_TrustedLoc16;L_allowsubfolders63,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location16,allowsubfolders
ppt16;L_TrustedLoc16;L_datecolon61,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location16,date
ppt16;L_TrustedLoc16;L_descriptioncolon62,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location16,description
ppt16;L_TrustedLoc16;L_pathcolon60,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location16,path
ppt16;L_TrustedLoc16,Trusted Location #16,NA,NA
ppt16;L_TrustedLoc17;L_allowsubfolders67,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location17,allowsubfolders
ppt16;L_TrustedLoc17;L_datecolon65,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location17,date
ppt16;L_TrustedLoc17;L_descriptioncolon66,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location17,description
ppt16;L_TrustedLoc17;L_pathcolon64,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location17,path
ppt16;L_TrustedLoc17,Trusted Location #17,NA,NA
ppt16;L_TrustedLoc18;L_allowsubfolders71,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location18,allowsubfolders
ppt16;L_TrustedLoc18;L_datecolon69,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location18,date
ppt16;L_TrustedLoc18;L_descriptioncolon70,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location18,description
ppt16;L_TrustedLoc18;L_pathcolon68,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location18,path
ppt16;L_TrustedLoc18,Trusted Location #18,NA,NA
ppt16;L_TrustedLoc19;L_allowsubfolders75,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location19,allowsubfolders
ppt16;L_TrustedLoc19;L_datecolon73,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location19,date
ppt16;L_TrustedLoc19;L_descriptioncolon74,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location19,description
ppt16;L_TrustedLoc19;L_pathcolon72,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location19,path
ppt16;L_TrustedLoc19,Trusted Location #19,NA,NA
ppt16;L_TrustedLoc20;L_allowsubfolders79,Allow sub folders:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location20,allowsubfolders
ppt16;L_TrustedLoc20;L_datecolon77,Date:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location20,date
ppt16;L_TrustedLoc20;L_descriptioncolon78,Description:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location20,description
ppt16;L_TrustedLoc20;L_pathcolon76,Path:,software\policies\microsoft\office\16.0\powerpoint\security\trusted locations\location20,path
ppt16;L_TrustedLoc20,Trusted Location #20,NA,NA
ppt16;L_TurnOffFileFormatCompatiblityDialogForODP,Suppress file format compatibility dialog box for OpenDocument Presentation format,software\policies\microsoft\office\16.0\powerpoint\options,disablesaveaslosswarningopendocumentpresentation
ppt16;L_TurnOffFileSynchronizationViaSOAPOverHTTP,Turn off file synchronization via SOAP over HTTP,software\policies\microsoft\office\16.0\common\internet,fsshttpoffpowerpoint
ppt16;L_TurnOffFileValidation,Turn off file validation,software\policies\microsoft\office\16.0\powerpoint\security\filevalidation,enableonload
ppt16;L_TurnOffProtectedViewForAttachmentsOpenedFromOutlook,Turn off Protected View for attachments opened from Outlook,software\policies\microsoft\office\16.0\powerpoint\security\protectedview,disableattachmentsinpv
ppt16;L_TurnOffRevisionTracking,Turn off revision tracking,software\policies\microsoft\office\16.0\powerpoint\coauthoring,disablerevisiontracking
ppt16;L_TurnOffTrustedDocuments,Turn off trusted documents,software\policies\microsoft\office\16.0\powerpoint\security\trusted documents,disabletrusteddocuments
ppt16;L_TurnOffTrustedDocumentsOnTheNetwork,Turn off Trusted Documents on the network,software\policies\microsoft\office\16.0\powerpoint\security\trusted documents,disablenetworktrusteddocuments
ppt16;L_UseNewKeyOnPasswordChange,Use new key on password change,software\policies\microsoft\office\16.0\powerpoint\security\crypto,newkeyonpwdchange
ppt16;L_Usesmartcutandpaste,Use smart cut and paste,software\policies\microsoft\office\16.0\powerpoint\options,smartcutpaste
ppt16;L_VBAWarningsPolicy;L_empty3,VBA Macro Notification Settings,software\policies\microsoft\office\16.0\powerpoint\security,vbawarnings
ppt16;L_VBAWarningsPolicy;L_VBADigSigTrustedPublishersStr,Require macros to be signed by a trusted publisher,software\policies\microsoft\office\16.0\powerpoint\security,vbadigsigtrustedpublishers
ppt16;L_VBAWarningsPolicy;L_VBAOnlyAllowDigSigWithCodeSigningEKUStr,Require Extended Key Usage (EKU) for certificates from trusted publishers,software\policies\microsoft\office\16.0\powerpoint\security,vbarequiredigsigwithcodesigningeku
ppt16;L_VBAWarningsPolicy;L_VBAOnlyAllowLMTrustedPublisherStr,Block certificates from trusted publishers that are only installed in the current user certificate store,software\policies\microsoft\office\16.0\powerpoint\security,vbarequirelmtrustedpublisher
ppt16;L_VBAWarningsPolicy,VBA Macro Notification Settings,NA,NA
ppt16;L_Verticalruler,Show vertical ruler,software\policies\microsoft\office\16.0\powerpoint\options,verticalruler
ppt16;L_WebPages,Web Pages,NA,NA
ppt16;L_WebPages;L_WebPagesDropID,File block setting:,software\policies\microsoft\office\16.0\powerpoint\security\fileblock,htmlfiles
ppt16;L_Whenselectingautomaticallyselectentireword,When selecting  automatically select entire word,software\policies\microsoft\office\16.0\powerpoint\options,wordselection
ppt16;L_WindowsinTaskbar,Show all windows in the Taskbar,software\policies\microsoft\office\16.0\powerpoint\options,showwindowsintaskbar
proj16;L_AllowTrustedLocationsOnTheNetwork,Allow Trusted Locations on the network,software\policies\microsoft\office\16.0\ms project\security\trusted locations,allownetworklocations
proj16;L_AutomaticallyAddNewItemsToTheGlobalProject,Automatically add new items to the global project,software\policies\microsoft\office\16.0\ms project\options\view,automatically add items to the global
proj16;L_BlockAllUnmanagedAddins,Block all unmanaged add-ins,software\policies\microsoft\office\16.0\ms project\resiliency,restricttolist
proj16;L_BlockMacroExecutionFromInternet,Block macros from running in Office files from the internet,software\policies\microsoft\office\16.0\ms project\security,blockcontentexecutionfrominternet
proj16;L_CacheLocation,Local Project Cache Location,NA,NA
proj16;L_CacheLocation;L_cachelocation37,Local Project Cache Location,software\policies\microsoft\office\16.0\ms project\settings,cachelocation
proj16;L_CacheSizePerProfile,Local Project Cache Size Limit in MB,NA,NA
proj16;L_CacheSizePerProfile;L_cachesizeperprofile38,Local Project Cache Size Limit in MB,software\policies\microsoft\office\16.0\ms project\settings,cachesizeperprofile
proj16;L_calendartype0,Calendar Type,NA,NA
proj16;L_calendartype0;L_calendartype1,Calendar Type,software\policies\microsoft\office\16.0\ms project\options\view,calendar type
proj16;L_ConfigureCNGCipherChainingMode,Configure CNG cipher chaining mode,NA,NA
proj16;L_ConfigureCNGCipherChainingMode;L_ConfigureCNGCipherChainingModeDropID,Configure CNG cipher chaining mode,software\policies\microsoft\office\16.0\ms project\security\crypto,cipherchaining
proj16;L_DefaultCustomTab,Show custom templates tab by default in Project on the Office Start screen and in File | New,software\policies\microsoft\office\16.0\ms project\options\general,officestartdefaulttab
proj16;L_DefaultProjectCurrency,Default Project Currency,NA,NA
proj16;L_DefaultProjectCurrency;L_defaultprojectcurrency4,Default Project Currency,software\policies\microsoft\office\16.0\ms project\options\view,currency
proj16;L_Disableallapplicationextensions,Disable all application add-ins,software\policies\microsoft\office\16.0\ms project\security,disablealladdins
proj16;L_DisableInternalIDMatching,Disable Internal ID Matching,software\policies\microsoft\office\16.0\ms project\options\interface,disable internal id matching
proj16;L_DisableOfficeStartProject,Disable the Office Start screen for Project,software\policies\microsoft\office\16.0\ms project\options\general,disableboottoofficestart
proj16;L_DisableTrustBarNotificationforunsigned,Disable Trust Bar Notification for unsigned application add-ins and block them,software\policies\microsoft\office\16.0\ms project\security,notbpromptunsignedaddin
proj16;L_DisableTrustedLoc,Disable all trusted locations,software\policies\microsoft\office\16.0\ms project\security\trusted locations,alllocationsdisabled
proj16;L_DisplayDeveloperTab,Display Developer tab in the Ribbon,software\policies\microsoft\office\16.0\ms project\settings,developertools
proj16;L_EnableuntrustedintranetzoneaccesstoProjectServer,Enable untrusted intranet zone access to Project server,software\policies\microsoft\office\16.0\ms project\security,trustwss
proj16;L_KeepTasksOnNearestWorkingDay,Keep tasks on nearest working day,software\policies\microsoft\office\16.0\ms project\options\scheduling,keeptaskonnearestworkingtimewhenmadeautoscheduled
proj16;L_Legacyfileformats;L_Empty,Previous-version file formats,software\policies\microsoft\office\16.0\ms project\security,legacyfiles
proj16;L_Legacyfileformats,Previous-version file formats,NA,NA
proj16;L_ListOfManagedAddins,List of managed add-ins,,
proj16;L_ListOfManagedAddins;L_ListOfManagedAddins2,List of managed add-ins,software\policies\microsoft\office\16.0\ms project\resiliency\addinlist,
proj16;L_MRUTemplateListLength,Most Recently Used Template List Length,NA,NA
proj16;L_MRUTemplateListLength;L_mrutemplatelistlength39,Most Recently Used Template List Length,software\policies\microsoft\office\16.0\common\general,recenttemplateslist
proj16;L_PersonalTemplatesPath,Personal templates path for Project,NA,NA
proj16;L_PersonalTemplatesPath;L_PersonalTemplatesPath,Personal templates path for Project,software\policies\microsoft\office\16.0\ms project\options\save,personaltemplates
proj16;L_PjActualCostsCalc,Actual costs are always calculated by Microsoft Project,software\policies\microsoft\office\16.0\ms project\options\calculation,actual costs are always calculated by microsoft office project
proj16;L_PjAddSpace,Add space before label,software\policies\microsoft\office\16.0\ms project\options\edit,spacebeforetimelabel
proj16;L_PjAllowCellDragDrop,Allow cell drag and drop,software\policies\microsoft\office\16.0\ms project\options\edit,drag and drop
proj16;L_PjAndMoveCompleted,And move end of completed parts forward to status date,software\policies\microsoft\office\16.0\ms project\options\calculation,andmovecompleted
proj16;L_PjAndMoveRemaining,And move start of remaining parts back to status date,software\policies\microsoft\office\16.0\ms project\options\calculation,andmoveremaining
proj16;L_PjAsktoUpdate,Ask to update automatic links,software\policies\microsoft\office\16.0\ms project\options\edit,prompt for update links
proj16;L_PjAssignmentUnits,Show assignment units as,NA,NA
proj16;L_PjAssignmentUnits;L_pjassignmentunits21,Show assignment units as,software\policies\microsoft\office\16.0\ms project\options\scheduling,show assignment units as a:
proj16;L_PjAutoAddNew,Automatically add new resources and tasks,software\policies\microsoft\office\16.0\ms project\options\general,auto add resources
proj16;L_PjAutoCalc,Automatic Calculation,software\policies\microsoft\office\16.0\ms project\options\calculation,auto calc
proj16;L_PjAutolinkTasks,Autolink inserted or moved tasks,software\policies\microsoft\office\16.0\ms project\options\scheduling,edit with auto link
proj16;L_PjAutomaticSaveOption,Save Active Project only,software\policies\microsoft\office\16.0\ms project\options\save,automaticsaveoption
proj16;L_PjAutomaticSavePrompt,Prompt before saving,software\policies\microsoft\office\16.0\ms project\options\save,automaticsaveprompt
proj16;L_PjCalcAll,Calculate all open projects,software\policies\microsoft\office\16.0\ms project\options\calculation,calcall
proj16;L_PjCalcMultipleCriticalPaths,Calculate multiple critical paths,software\policies\microsoft\office\16.0\ms project\options\calculation,calculate multiple critical paths
proj16;L_PjChangeDurationOOUI,Edits to work  units or duration,software\policies\microsoft\office\16.0\ms project\options\interface,changedurationooui
proj16;L_PjCritIfLess,Tasks are critical if slack is less than or equal to,NA,NA
proj16;L_PjCritIfLess;L_pjcritifless29,Tasks are critical if slack is less than or equal to,software\policies\microsoft\office\16.0\ms project\options\calculation,show as critical if slack
proj16;L_PjDateFormat,Date Format,NA,NA
proj16;L_PjDateFormat;L_pjdateformat3,Date Format,software\policies\microsoft\office\16.0\ms project\options\view,date format
proj16;L_PjDaysPerMonth,Days per month,NA,NA
proj16;L_PjDaysPerMonth;L_pjdayspermonth20,Days per month,software\policies\microsoft\office\16.0\ms project\options\calendar,default days/month
proj16;L_PjDays,Days,NA,NA
proj16;L_PjDays;L_pjdays10,Days,software\policies\microsoft\office\16.0\ms project\options\edit,daylabeldisplay
proj16;L_PjDefaultEndTime,Default end time,NA,NA
proj16;L_PjDefaultEndTime;L_PjDefaultEndTime2,Default end time (Minutes after 12am * 10),software\policies\microsoft\office\16.0\ms project\options\calendar,default end time
proj16;L_PjDefaultFixedAccrual,Default fixed costs accrual,NA,NA
proj16;L_PjDefaultFixedAccrual;L_pjdefaultfixedaccrual28,Default fixed costs accrual,software\policies\microsoft\office\16.0\ms project\options\calculation,default fixed costs accrual
proj16;L_PjDefaultOtime,Default overtime rate,NA,NA
proj16;L_PjDefaultOtime;L_pjdefaultotime7,Default overtime rate,software\policies\microsoft\office\16.0\ms project\options\general,ovt. rate
proj16;L_PjDefaultStartTime,Default start time,NA,NA
proj16;L_PjDefaultStartTime;L_PjDefaultStartTime2,Default start time (Minutes after 12am * 10),software\policies\microsoft\office\16.0\ms project\options\calendar,default start time
proj16;L_PjDefaultStdRate,Default standard rate,NA,NA
proj16;L_PjDefaultStdRate;L_pjdefaultstdrate6,Default standard rate,software\policies\microsoft\office\16.0\ms project\options\general,std. rate
proj16;L_PjDefaultTaskTypes,Default task type,NA,NA
proj16;L_PjDefaultTaskTypes;L_pjdefaulttasktypes25,Default task type,software\policies\microsoft\office\16.0\ms project\options\scheduling,default task type
proj16;L_PjDefaultView,Default View,NA,NA
proj16;L_PjDefaultView;L_pjdefaultview2,Default View,software\policies\microsoft\office\16.0\ms project\options\view,default view
proj16;L_PjDeleteNameOOUI,Deletions in the Name column,software\policies\microsoft\office\16.0\ms project\options\interface,deletenameooui
proj16;L_PjDurationUnits,Duration is entered in,NA,NA
proj16;L_PjDurationUnits;L_pjdurationunits23,Duration is entered in,software\policies\microsoft\office\16.0\ms project\options\scheduling,default duration units
proj16;L_PjEditDirectlyCell,Edit directly in cell,software\policies\microsoft\office\16.0\ms project\options\edit,incelledit
proj16;L_PjEditstoTotalTask,Edits to total task % complete will be spread to the status date,software\policies\microsoft\office\16.0\ms project\options\calculation,edits to total task %complete will be spread to the status date
proj16;L_PjEditToTotalSpread,Edits to total actual cost will be spread to the status date,software\policies\microsoft\office\16.0\ms project\options\calculation,edits to total actual cost will be spread to the status date
proj16;L_PjEnterDateOOUI,Edits to start and finish dates,software\policies\microsoft\office\16.0\ms project\options\interface,enterdateooui
proj16;L_PjEntryBar,Entry Bar,software\policies\microsoft\office\16.0\ms project\options\view,show entry bar
proj16;L_PjEVBaseline,Baseline for Earned Value calculations,NA,NA
proj16;L_PjEVBaseline;L_pjevbaseline27,Baseline for Earned Value calculations,software\policies\microsoft\office\16.0\ms project\options\calculation,evbaseline
proj16;L_PjEVMethod,Default task Earned Value method,NA,NA
proj16;L_PjEVMethod;L_pjevmethod26,Default task Earned Value method,software\policies\microsoft\office\16.0\ms project\options\calculation,evmethod
proj16;L_PjFileLocProjects,Projects,NA,NA
proj16;L_PjFileLocProjects;L_pjfilelocprojects31,Projects,software\policies\microsoft\office\16.0\ms project\options\save,defaultprojectspath
proj16;L_PjFileLocUserTemplates,User Templates,NA,NA
proj16;L_PjFileLocUserTemplates;L_pjfilelocusertemplates32,User Templates,software\policies\microsoft\office\16.0\ms project\options\save,defaultusertemplatespath
proj16;L_PjFileType,Save Microsoft Project files as,NA,NA
proj16;L_PjFileType;L_pjfiletype30,Save Microsoft Project files as,software\policies\microsoft\office\16.0\ms project\options\save,defaultsaveformat
proj16;L_PjFiscalYear,Fiscal year starts in,NA,NA
proj16;L_PjFiscalYear;L_pjfiscalyear17,Fiscal year starts in,software\policies\microsoft\office\16.0\ms project\options\calendar,fiscal year starts in
proj16;L_PjFollowedlinkColour,Followed hyperlink color,NA,NA
proj16;L_PjFollowedlinkColour;L_pjfollowedlinkcolour15,Followed hyperlink color,software\policies\microsoft\office\16.0\ms project\options\edit,webfollowedcolor
proj16;L_PjGBUIDisplayToggle,Display Project Guide,software\policies\microsoft\office\16.0\ms project\options\interface,gbuidisplaytoggle
proj16;L_PjHoursPerDay,Hours per day,NA,NA
proj16;L_PjHoursPerDay;L_pjhoursperday18,Hours per day,software\policies\microsoft\office\16.0\ms project\options\calendar,default hours/day
proj16;L_PjHoursPerWeek,Hours per week,NA,NA
proj16;L_PjHoursPerWeek;L_pjhoursperweek19,Hours per week,software\policies\microsoft\office\16.0\ms project\options\calendar,default hours/week
proj16;L_PjHours,Hours,NA,NA
proj16;L_PjHours;L_pjhours9,Hours,software\policies\microsoft\office\16.0\ms project\options\edit,hourlabeldisplay
proj16;L_PjHyperLinkColour,Hyperlink color,NA,NA
proj16;L_PjHyperLinkColour;L_pjhyperlinkcolour14,Hyperlink color,software\policies\microsoft\office\16.0\ms project\options\edit,webnotfollowedcolor
proj16;L_PjInsertedProjects,Inserted projects are calculated like summary tasks,software\policies\microsoft\office\16.0\ms project\options\calculation,inserted projects are calculated like summary tasks
proj16;L_PjMinutes,Minutes,NA,NA
proj16;L_PjMinutes;L_pjminutes8,Minutes,software\policies\microsoft\office\16.0\ms project\options\edit,minutelabeldisplay
proj16;L_PjMonths,Months,NA,NA
proj16;L_PjMonths;L_pjmonths12,Months,software\policies\microsoft\office\16.0\ms project\options\edit,monthlabeldisplay
proj16;L_PjMoveAfterEnter,Move selection after enter,software\policies\microsoft\office\16.0\ms project\options\edit,entermove
proj16;L_PjMoveCompleted,Move end of completed parts after status date back to status date,software\policies\microsoft\office\16.0\ms project\options\calculation,movecompleted
proj16;L_PjMoveRemaining,Move start of remaining parts before status date forward to status date,software\policies\microsoft\office\16.0\ms project\options\calculation,moveremaining
proj16;L_PjNewTasksEffort,New tasks are effort driven,software\policies\microsoft\office\16.0\ms project\options\scheduling,new tasks effort driven
proj16;L_PjNewTasksEstDurations,New tasks have estimated durations,software\policies\microsoft\office\16.0\ms project\options\scheduling,new tasks have estimated durations
proj16;L_PjNewTasks,New tasks,NA,NA
proj16;L_PjNewTasks;L_pjnewtasks22,New tasks,software\policies\microsoft\office\16.0\ms project\options\scheduling,new tasks start on current date
proj16;L_PjOLElinks,OLE Link Indicators,software\policies\microsoft\office\16.0\ms project\options\view,show ole link indicators
proj16;L_PjOpenLast,Open last file on startup,software\policies\microsoft\office\16.0\ms project\options\general,start with last file
proj16;L_PjProjectScreentips,Project Screentips,software\policies\microsoft\office\16.0\ms project\options\view,show tooltips
proj16;L_PjPromptForInfo,Prompt for project info for new projects,software\policies\microsoft\office\16.0\ms project\options\general,ask for summary info at new
proj16;L_PjRecentlyUsed;L_PjMRUT,Number of entries: ,software\policies\microsoft\office\16.0\ms project\file mru,max display
proj16;L_PjRecentlyUsed,Number of projects in the Recent Projects list,NA,NA
proj16;L_PjResourceAssignOOUI,Resource Assigments,software\policies\microsoft\office\16.0\ms project\options\interface,resourceassignooui
proj16;L_PjSaveEvery,Auto Save every,software\policies\microsoft\office\16.0\ms project\options\save,automaticsave
proj16;L_PjSaveInterval,Save Interval,NA,NA
proj16;L_PjSaveInterval;L_pjsaveinterval33,Save Interval,software\policies\microsoft\office\16.0\ms project\options\save,automaticsaveinterval
proj16;L_PjScrollBar,Scroll Bars,software\policies\microsoft\office\16.0\ms project\options\view,show scroll bars
proj16;L_PjSecurityLevel,Security Level,NA,NA
proj16;L_PjSecurityLevel;L_pjsecuritylevel36,Security Level,software\policies\microsoft\office\16.0\ms project\security,level
proj16;L_PjSetAutoFilter,Set AutoFilter on for new projects,software\policies\microsoft\office\16.0\ms project\options\general,set autofilter on for new projects
proj16;L_PjShowEstimatedDurations,Show that tasks have estimated durations,software\policies\microsoft\office\16.0\ms project\options\scheduling,show estimated durations
proj16;L_PjShowSchedMessage,Show scheduling messages,software\policies\microsoft\office\16.0\ms project\options\scheduling,schedule messages
proj16;L_PjSplitinProgressTasks,Split in-progress tasks,software\policies\microsoft\office\16.0\ms project\options\scheduling,auto split tasks
proj16;L_PjStartingYear,Use starting year for FY numbering,software\policies\microsoft\office\16.0\ms project\options\calendar,use starting year for fy numbering
proj16;L_PjStatusBar,Status Bar,software\policies\microsoft\office\16.0\ms project\options\view,show status bar
proj16;L_PjTasksHonorConstraints,Tasks will always honor their constraint dates,software\policies\microsoft\office\16.0\ms project\options\scheduling,honorconstraints
proj16;L_PjUnderlineLinks,Underline hyperlinks,software\policies\microsoft\office\16.0\ms project\options\edit,webunderlinehyperlinks
proj16;L_PjUpdatingTask,Updating task status updates resource status,software\policies\microsoft\office\16.0\ms project\options\calculation,auto track resources
proj16;L_PjUseDefaultStartPage;L_PjGBUIDefaultPageURL,URL: ,software\policies\microsoft\office\16.0\ms project\options\interface,gbuidefaultstartpageurl
proj16;L_PjUseDefaultStartPage,Project Guide Functionality and Layout page,NA,NA
proj16;L_PjUseDefaultStartPage;L_pjusedefaultstartpage34,Project Guide Functionality and Layout page,software\policies\microsoft\office\16.0\ms project\options\interface,usedefaultstartpage
proj16;L_PjUseDefaultXMLSchema;L_PjGBUIXMLSchemaPath,XML file for custom content:,software\policies\microsoft\office\16.0\ms project\options\interface,gbuixmlschemapath
proj16;L_PjUseDefaultXMLSchema,Project Guide Content,NA,NA
proj16;L_PjUseDefaultXMLSchema;L_pjusedefaultxmlschema35,Project Guide Content,software\policies\microsoft\office\16.0\ms project\options\interface,usedefaultxmlschema
proj16;L_PjWeekStarts,Week starts on,NA,NA
proj16;L_PjWeekStarts;L_pjweekstarts16,Week starts on,software\policies\microsoft\office\16.0\ms project\options\calendar,start week day
proj16;L_PjWeeks,Weeks,NA,NA
proj16;L_PjWeeks;L_PjWeeks11,Weeks,software\policies\microsoft\office\16.0\ms project\options\edit,weeklabeldisplay
proj16;L_PjWindowsinStatusBar,Windows in Taskbar,software\policies\microsoft\office\16.0\ms project\options\view,show windows in taskbar
proj16;L_PjWorkUnits,Work is entered in,NA,NA
proj16;L_PjWorkUnits;L_pjworkunits24,Work is entered in,software\policies\microsoft\office\16.0\ms project\options\scheduling,default work units
proj16;L_PjYears,Years,NA,NA
proj16;L_PjYears;L_pjyears13,Years,software\policies\microsoft\office\16.0\ms project\options\edit,yearlabeldisplay
proj16;L_ProjectSummaryTask,Project Summary Task,software\policies\microsoft\office\16.0\ms project\options\view,show project summary
proj16;L_RequirethatApplicationExtensionsaresigned,Require that application add-ins are signed by Trusted Publisher,software\policies\microsoft\office\16.0\ms project\security,requireaddinsig
proj16;L_SetCNGCipherAlgorithm,Set CNG cipher algorithm,NA,NA
